division,round,matchday,team_a,team_b,score_a,score_b,game,side,player_slug,player_label,champion,position,k,d,a,win
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,A,poweh-6232,Mark Grayson,Jayce,Top,5,5,10,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,A,prominence1-9362,Glovo Rider,Maokai,Jungle,9,2,14,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,A,mrpendej-5527,Torrezno,Anivia,Mid,9,0,11,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,A,boring-cycle-5979,Abner,Senna,ADC,4,2,16,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,A,rudo-surebrec-3686,Simpy,Nautilus,Support,1,2,19,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,B,lightfall-4677,LightFall,Malphite,Top,2,5,3,0
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,B,zenitsu-2699,PERDISTE EL EMMY,Xin Zhao,Jungle,4,8,5,0
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,B,gorinkai-5318,GoRinKai,Ryze,Mid,3,3,1,0
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,B,ibai-true-blue-1010,Ryoma Echizen,Jinx,ADC,2,5,3,0
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,1,B,vwvwvvvwwwvwvwvv-1549,Umbreon,Rell,Support,0,7,4,0
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,A,poweh-6232,Mark Grayson,Aatrox,Top,5,0,4,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,A,prominence1-9362,Glovo Rider,Sejuani,Jungle,7,0,12,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,A,mrpendej-5527,Torrezno,Annie,Mid,4,0,8,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,A,boring-cycle-5979,Abner,Yunara,ADC,10,1,5,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,A,rudo-surebrec-3686,Simpy,Karma,Support,0,2,21,1
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,B,lightfall-4677,LightFall,Sion,Top,0,1,0,0
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,B,zenitsu-2699,PERDISTE EL EMMY,Viego,Jungle,3,7,0,0
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,B,gorinkai-5318,GoRinKai,Hwei,Mid,0,4,1,0
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,B,ibai-true-blue-1010,Ryoma Echizen,Jhin,ADC,0,7,1,0
División 1,Final,,Oxygen Gaming LOL,Valkiria's Vikings,2,0,2,B,vwvwvvvwwwvwvwvv-1549,Umbreon,Alistar,Support,0,7,2,0
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,A,,Yuta Okkotsu,,,6,5,7,0
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,A,rewound-4027,Hero of Hell,,,6,2,7,0
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,A,,FM Alén Stark,,,2,6,7,0
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,A,,Lazarus,,,4,6,1,0
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,A,,Pinkmin,,,0,4,10,0
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,B,,Umbreon,,,0,3,18,1
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,B,,LightFall,,,2,3,11,1
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,B,insodiu,Insodiu,,,4,3,5,1
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,B,,Zeron,,,2,6,4,1
División 1,Jornada 1,1,Guinea Pink,Valkiria's Vikings,0,1,1,B,,Ryoma Echizen,,,15,3,2,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,A,,Mali Patan,,,3,3,7,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,A,,Thorizal,,,5,3,7,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,A,v-i-c-t-o-r-y-6521,victory,,,4,3,7,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,A,,todo sale bien,,,3,4,5,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,A,,Perfect Time,,,1,4,8,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,B,,Umbreon,,,0,5,14,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,B,,LightFall,,,3,2,10,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,B,,PERDISTE EL EMMY,,,0,6,9,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,B,,Zeron,,,9,2,3,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,1,B,,Ryoma Echizen,,,5,1,10,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,A,,Mali Patan,,,3,3,0,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,A,,Thorizal,,,5,4,3,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,A,v-i-c-t-o-r-y-6521,victory,,,0,5,4,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,A,,todo sale bien,,,0,6,4,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,A,,Perfect Time,,,0,5,7,0
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,B,,Umbreon,,,2,4,19,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,B,,LightFall,,,1,0,4,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,B,,PERDISTE EL EMMY,,,11,4,2,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,B,,Zeron,,,3,0,8,1
División 1,Semifinal,,Movistar KOI Karps,Valkiria's Vikings,1,2,2,B,,Ryoma Echizen,,,6,2,14,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,A,,Igrid,,,0,5,5,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,A,boy1,BOY1,,,4,5,3,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,A,,Nilloo el Patrón,,,1,5,5,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,A,,hoe r1der,,,5,4,3,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,A,,Elmo,,,0,8,9,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,B,,勝つまで挑戦し続けます,,,2,3,9,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,B,,Kaqi,,,10,2,14,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,B,,1x1x1x1x1x1xx1x1,,,9,1,13,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,B,,FE Obscurity,,,6,1,16,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,1,B,,Romi,,,0,3,24,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,A,,Igrid,,,4,0,7,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,A,boy1,BOY1,,,3,0,11,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,A,,Nilloo el Patrón,,,10,4,5,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,A,,hoe r1der,,,3,0,6,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,A,,Elmo,,,0,1,12,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,B,,勝つまで挑戦し続けます,,,3,4,1,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,B,,Kaqi,,,0,6,4,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,B,,1x1x1x1x1x1xx1x1,,,2,7,1,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,B,,FE Obscurity,,,0,2,3,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,2,B,,Romi,,,0,1,2,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,A,,Igrid,,,5,2,7,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,A,b-d-pu-s-8124,PUBΛ,,,6,0,10,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,A,,Nilloo el Patrón,,,5,3,4,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,A,,hoe r1der,,,2,2,6,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,A,,Elmo,,,1,1,15,1
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,B,,勝つまで挑戦し続けます,,,1,3,3,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,B,,Kaqi,,,2,6,3,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,B,,1x1x1x1x1x1xx1x1,,,1,3,4,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,B,,FE Obscurity,,,2,3,3,0
División 1,Jornada 2,2,EK Esports,Fallen Ember,2,1,3,B,,Romi,,,2,4,5,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,A,,Yuta Okkotsu,Gnar,Top,5,2,5,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,A,,Rewound,Graves,Jungle,7,1,7,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,A,,FM Alén Stark,LeBlanc,Mid,5,1,8,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,A,,Lazarus,Yunara,ADC,13,1,7,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,A,,Pinkmin,Leona,Support,0,2,19,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,B,,IndolesEtHabitus,Renekton,Top,2,6,1,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,B,,Evan MacMillan,Jarvan IV,Jungle,2,5,3,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,B,,ElCeliacoLoco,Aurora,Mid,0,5,3,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,B,,Infinite v1,Jinx,ADC,3,6,0,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,1,B,,elpapitoguapo,Milio,Support,0,8,3,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,A,,Yuta Okkotsu,,,2,0,16,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,A,,Rewound,,,9,0,12,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,A,,FM Alén Stark,,,6,1,12,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,A,bewater1,beWater1,,,6,1,7,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,A,,Pinkmin,,,2,1,17,1
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,B,,IndolesEtHabitus,,,0,6,1,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,B,,Evan MacMillan,,,0,7,1,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,B,,ElCeliacoLoco,,,1,4,0,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,B,,Infinite v1,,,2,3,1,0
División 1,Jornada 2,2,Guinea Pink,Nocturne Gale LOL,2,0,2,B,,elpapitoguapo,,,0,5,2,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,A,,Mali Patan,Aurora,Top,1,6,0,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,A,,Thorizal,Xin Zhao,Jungle,1,6,2,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,A,v-i-c-t-o-r-y-6521,victory,Twisted Fate,Mid,0,3,1,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,A,,todo sale bien,Miss Fortune,ADC,4,4,1,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,A,,Perfect Time,Seraphine,Support,0,5,4,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,B,,KWK Kingsblade,Rumble,Top,7,2,13,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,B,,freezing band,Nocturne,Jungle,11,1,9,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,B,chichya,Chichya,Galio,Mid,2,0,15,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,B,,Cachorrow,Ashe,ADC,4,2,9,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,1,B,,joeyscags,Bard,Support,0,1,14,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,A,,Mali Patan,Sion,Top,6,2,12,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,A,,Thorizal,Viego,Jungle,15,1,9,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,A,v-i-c-t-o-r-y-6521,victory,Syndra,Mid,3,2,14,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,A,,todo sale bien,Caitlyn,ADC,9,4,8,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,A,,Perfect Time,Lux,Support,4,2,26,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,B,,KWK Kingsblade,Ornn,Top,2,7,6,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,B,,freezing band,Wukong,Jungle,4,7,2,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,B,chichya,Chichya,Ryze,Mid,1,4,6,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,B,,Cachorrow,Varus,ADC,3,8,4,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,2,B,,joeyscags,Pyke,Support,1,11,7,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,A,,Mali Patan,Gnar,Top,4,1,5,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,A,,Thorizal,Lee Sin,Jungle,4,2,13,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,A,v-i-c-t-o-r-y-6521,victory,Zoe,Mid,5,0,10,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,A,,todo sale bien,Kai'Sa,ADC,10,1,8,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,A,,Perfect Time,Blitzcrank,Support,0,1,18,1
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,B,,KWK Kingsblade,Yorick,Top,1,2,0,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,B,,freezing band,Olaf,Jungle,1,7,2,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,B,chichya,Chichya,Viktor,Mid,2,3,3,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,B,,Cachorrow,Yunara,ADC,1,4,3,0
División 1,Jornada 2,2,Movistar KOI Karps,Kawaii Kiwis 2026,2,1,3,B,,joeyscags,Lulu,Support,0,7,5,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,A,,Yuta Okkotsu,,,2,4,5,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,A,,Mr Robot,,,7,6,6,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,A,,FM Alén Stark,,,6,5,6,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,A,xtassy,XTASSY,,,2,8,6,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,A,,Pinkmin,,,0,9,7,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,B,,KWK Kingsblade,,,5,3,8,1
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,B,,freezing band,,,7,5,15,1
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,B,chichya,Chichya,,,5,4,15,1
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,B,,Cachorrow,,,14,2,8,1
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,1,B,,joeyscags,,,1,3,23,1
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,A,,Yuta Okkotsu,,,8,4,3,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,A,,Mr Robot,,,2,11,15,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,A,,FM Alén Stark,,,5,8,9,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,A,xtassy,XTASSY,,,6,4,9,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,A,,Pinkmin,,,4,9,18,0
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,B,,KWK Kingsblade,,,8,4,12,1
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,B,,freezing band,,,7,9,14,1
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,B,chichya,Chichya,,,12,3,11,1
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,B,,Cachorrow,,,9,5,16,1
División 1,Jornada 3,3,Guinea Pink,Kawaii Kiwis 2026,0,2,2,B,,joeyscags,,,4,4,24,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,A,,Gabor101,,,2,7,4,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,A,,Evan MacMillan,,,6,6,8,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,A,,ElCeliacoLoco,,,4,4,7,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,A,,Infinite v1,,,7,6,7,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,A,,elpapitoguapo,,,1,10,14,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,B,,Kaqi,,,4,3,24,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,B,2972,勝つまで挑戦し続,,,6,5,8,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,B,,1x1x1x1x1x1xx1x1,,,8,3,16,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,B,,FE Obscurity,,,13,3,12,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,1,B,,Romi,,,2,6,27,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,A,,Gabor101,,,9,3,3,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,A,,Evan MacMillan,,,3,5,6,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,A,,ElCeliacoLoco,,,0,8,6,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,A,,Infinite v1,,,3,4,4,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,A,,elpapitoguapo,,,0,7,9,0
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,B,,Kaqi,,,6,2,11,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,B,2972,勝つまで挑戦し続,,,3,4,14,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,B,,1x1x1x1x1x1xx1x1,,,10,5,10,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,B,,FE Obscurity,,,5,2,20,1
División 1,Jornada 3,3,Nocturne Gale LOL,Fallen Ember,0,2,2,B,,Romi,,,3,2,23,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,A,,LightFall,,Top,8,2,6,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,A,,PERDISTE EL EMMY,,Jungle,5,3,14,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,A,,Zeron,,Mid,4,2,13,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,A,,Ryoma Echizen,,ADC,12,2,2,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,A,,Umbreon,,Support,2,2,18,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,B,,Igrid,,Top,4,6,1,0
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,B,,吉良 ヒロト,,Jungle,3,9,2,0
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,B,,Nilloo el Patrón,,Mid,1,5,5,0
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,B,,hoe r1der,,ADC,1,6,1,0
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,1,B,,Elmo,,Support,2,5,3,0
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,A,,LightFall,Jayce,Top,12,3,8,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,A,,PERDISTE EL EMMY,Nasus,Jungle,5,4,8,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,A,,Zeron,Anivia,Mid,5,5,15,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,A,,Ryoma Echizen,Tristana,ADC,5,8,3,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,A,,Umbreon,Nautilus,Support,1,5,14,1
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,B,,Igrid,Gragas,Top,4,4,7,0
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,B,,吉良 ヒロト,Nocturne,Jungle,3,4,9,0
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,B,,Nilloo el Patrón,Irelia,Mid,5,11,5,0
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,B,,hoe r1der,Xayah,ADC,11,4,3,0
División 1,Jornada 3,3,Valkiria's Vikings,EK Esports,2,1,2,B,,Elmo,Neeko,Support,2,5,10,0
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,A,,Pablo el Pedrolo,,,1,3,5,0
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,A,,Riyo Reaper,,,2,6,8,0
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,A,,Maxine Caulfield,,,2,6,5,0
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,A,,oreo,,,7,3,7,0
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,A,,Kaladin,,,5,2,8,0
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,B,,Nacho,,,2,2,11,1
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,B,,Alex,,,3,4,1,1
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,B,,GuanchO,,,2,2,10,1
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,B,,Regi,,,10,5,3,1
División 2,Jornada 1,1,DPT,BYAKKO'S BREEDERS,0,1,1,B,,Culoncin,,,3,4,15,1
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,A,,まだ夢の中で君に会える,Gnar,Top,3,3,2,1
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,A,,gohh,Vi,Jungle,3,2,9,1
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,A,,GoRinKai,Orianna,Mid,5,1,10,1
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,A,,Aurora Spei,Lucian,ADC,9,0,6,1
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,A,,Tyler Durden,Rell,Support,1,1,18,1
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,B,,Parlis,Vayne,Top,3,2,1,0
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,B,,BIBERON,Jarvan IV,Jungle,2,5,3,0
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,B,,Yocks,Ahri,Mid,1,3,1,0
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,B,,SECO BOY,Corki,ADC,1,6,2,0
División 2,Jornada 1,1,Valkiria's Thunder,MADE IN HEAVEN,1,0,1,B,andar-2042,Kandar,Nami,Support,0,5,6,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,A,,PirataFunado,Dr. Mundo,Top,0,4,5,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,A,,Salgueiro,Pantheon,Jungle,7,5,3,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,A,,BACKSHOTS MAWUI,Diana,Mid,2,5,5,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,A,,2 6,Varus,ADC,2,5,4,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,A,,donec perficiam,Nautilus,Support,2,9,3,0
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,B,,Leggionaire,Sion,Top,2,1,9,1
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,B,,galena2134,Naafiri,Jungle,6,1,10,1
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,B,,Zenith,Akali,Mid,9,2,4,1
División 2,Jornada 2,2,Guadalquivir Gaming,VVV,0,2,1,B,,Aleykxar,Caitlyn,ADC,11,4,6,1
