division,round,matchday,team_a,team_b,score_a,score_b,game,side,player_slug,player_label,champion,position,k,d,a,win
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Black,0,1,1,A,,noireh,,,2,3,6,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Black,0,1,1,A,,KING Roka,,,4,4,5,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Black,0,1,1,A,,ArepaMaster,,,1,7,2,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Black,0,1,1,A,,SrPato,,,0,5,3,0
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Black,0,1,1,B,,BLACK moonred,,,7,2,12,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Black,0,1,1,B,,BLACK Elpernas,,,6,2,4,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Black,0,1,1,B,,NervioZo,,,7,2,7,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Black,0,1,1,B,,Yoru,,,2,2,14,1
División 4,Jornada 1,1,Dragons Of Blossom Hikari,404 Black,0,1,1,B,,everyday same,,,1,2,20,1
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,A,,Knight Artorias,Ambessa,Top,6,3,7,1
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,A,,TPG BUZZ,Jarvan IV,Jungle,14,0,13,1
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,A,,AnPuuR,Sylas,Mid,10,4,4,1
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,A,,Cuco,Smolder,ADC,14,1,17,1
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,A,,FOX Castañitas,Thresh,Support,7,3,24,1
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,B,,carmonell mbembe,Renekton,Top,2,7,3,0
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,B,,elrabo,Wukong,Jungle,1,8,5,0
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,B,,K Kvaratskhelia,Viktor,Mid,3,10,4,0
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,B,,AkshanPlayer01,Caitlyn,ADC,5,11,3,0
División 4,Jornada 1,1,Koryu Budo Arashi,404 Academy,1,0,1,B,,404 Dinithor,Seraphine,Support,0,15,8,0
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,A,,Goose,,,1,3,23,1
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,A,,high on bush,,,7,5,5,1
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,A,,arturituS,,,6,4,17,1
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,A,,alexandeR,,,6,4,12,1
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,A,,saol,,,8,4,11,1
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,B,,LechazoNigeriano,,,6,5,1,0
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,B,,ELEXHAN,,,5,6,3,0
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,B,,IRAN out of beer,,,4,6,7,0
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,B,,Maiki,,,3,6,5,0
División 4,Jornada 1,1,Trapezoides,Rift Dragons Academy,1,0,1,B,,Deiviaki,,,1,5,6,0
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,A,,Yuka Okkotsu,Ornn,Top,3,1,6,1
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,A,,VCE Darkpepe94,Wukong,Jungle,9,2,6,1
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,A,,GambasAlGritillo,Zyra,Mid,1,4,9,1
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,A,,VCE GaBrii,Smolder,ADC,3,0,5,1
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,A,,VCE Padeko,Karma,Support,0,0,15,1
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,B,,RD TinkyWinky,K'Sante,Top,1,1,0,0
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,B,,IDK Carajillo,Xin Zhao,Jungle,0,6,2,0
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,B,,IDK Tenji,Anivia,Mid,4,5,2,0
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,B,,IDK SRRA,Zeri,ADC,0,3,2,0
División 4,Jornada 1,1,VentuCorp Gods,IDK,1,0,1,B,,IDK Qlon,Lulu,Support,2,1,2,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,A,,Nanachi,,,3,9,1,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,A,,John Natillas,,,6,5,4,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,A,,MrPanaYago,,,0,4,2,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,A,,404 Pedrinho01,,,4,5,6,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,A,,Rowdwer,,,3,7,7,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,B,,Solet,,,3,4,10,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,B,,Danzig or War,,,12,2,4,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,B,,Hugh Jackman,,,4,0,12,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,B,,Radar,,,8,7,8,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,1,B,,Đuke,,,3,3,20,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,A,,Nanachi,,,4,9,3,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,A,,John Natillas,,,1,9,3,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,A,,MrPanaYago,,,2,2,4,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,A,,404 Pedrinho01,,,3,1,2,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,A,,Rowdwer,,,1,4,8,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,B,,Solet,,,6,3,13,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,B,,Danzig or War,,,7,2,10,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,B,,Hugh Jackman,,,5,0,10,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,B,,Radar,,,4,4,13,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,2,B,,Đuke,,,3,2,15,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,A,,Nanachi,,,5,7,13,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,A,,John Natillas,,,4,5,14,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,A,,MrPanaYago,,,3,2,12,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,A,,404 Pedrinho01,,,14,6,7,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,A,,Rowdwer,,,1,3,21,1
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,B,,Solet,,,1,7,11,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,B,,Danzig or War,,,5,3,2,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,B,,Hugh Jackman,,,9,4,3,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,B,,Radar,,,5,5,9,0
División 4,Jornada 2,2,404 Legion,Zenturions,1,2,3,B,,Đuke,,,3,8,13,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,A,,SKX Budha,,,8,0,11,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,A,,nR Necrox,,,1,1,7,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,A,,Alex Russo,,,18,0,4,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,A,,EC Siplau,,,4,3,10,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,A,,L4S Irusch,,,2,1,11,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,B,,ErBicho,,,1,7,0,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,B,,PFX Zibys,,,2,8,2,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,B,,Heyslime,,,1,7,1,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,B,,RWD Nacht,,,1,7,2,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,1,B,,4LURON,,,0,4,5,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,A,,SKX Budha,,,6,1,17,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,A,,nR Necrox,,,5,0,9,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,A,,Alex Russo,,,12,3,9,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,A,,EC Siplau,,,7,3,14,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,A,,L4S Irusch,,,5,0,12,1
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,B,,ErBicho,,,0,6,1,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,B,,PFX Zibys,,,1,7,4,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,B,,Heyslime,,,3,7,2,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,B,,RWD Nacht,,,2,8,1,0
División 4,Jornada 2,2,Big Yahu Esports,ROSWILD Blue,2,0,2,B,,4LURON,,,1,7,3,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,A,,KingKai,,,3,6,3,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,A,,Mitsu,,,5,6,10,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,A,,nselfishAzeli,,,4,7,6,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,A,,mechanic girl,,,4,2,6,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,A,,CG Kille,,,2,8,13,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,B,,FOX Locatis,,,1,1,10,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,B,,FOX SpringArrow,,,13,0,14,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,B,,FOX Blaze,,,5,8,15,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,B,,FOX Lyon,,,10,5,11,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,1,B,,Im Ashe Simp,,,0,4,15,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,A,,KingKai,,,6,0,9,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,A,,Mitsu,,,6,1,8,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,A,,nselfishAzeli,,,6,1,8,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,A,,mechanic girl,,,5,2,14,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,A,,CG Kille,,,1,0,20,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,B,,FOX Locatis,,,0,6,0,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,B,,FOX SpringArrow,,,2,4,1,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,B,,FOX Blaze,,,1,2,1,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,B,,FOX Lyon,,,1,5,2,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,2,B,,Im Ashe Simp,,,0,7,3,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,A,,KingKai,,,3,2,5,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,A,,Mitsu,,,11,0,6,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,A,,nselfishAzeli,,,7,0,8,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,A,,mechanic girl,,,3,2,8,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,A,,CG Kille,,,0,1,16,1
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,B,,FOX Locatis,,,0,5,2,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,B,,FOX SpringArrow,,,3,5,0,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,B,,FOX Blaze,,,1,5,2,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,B,,FOX Lyon,,,1,3,3,0
División 4,Jornada 2,2,NX5 eSports Black,Skyfox Onslaught,2,1,3,B,,Im Ashe Simp,,,0,6,3,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,A,,LCK F6theV,,,0,2,18,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,A,,LCK LeinadFE,,,8,0,5,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,A,,Cachi11,,,3,4,5,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,A,,LCK 2y2tem,,,2,8,10,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,A,,LCK Streløk,,,10,2,7,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,B,,Xizuko,,,0,3,2,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,B,,Nyvan,,,3,5,6,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,B,,Vlanc Skydia,,,10,3,2,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,B,,Roz,,,3,6,0,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,1,B,,HGG Felkov,,,0,6,7,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,A,,LCK F6theV,,,4,5,14,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,A,,LCK LeinadFE,,,6,3,3,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,A,,Cachi11,,,4,7,23,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,A,,LCK 2y2tem,,,2,2,18,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,A,,LCK Streløk,,,12,3,6,1
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,B,,Xizuko,,,1,3,6,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,B,,Nyvan,,,5,5,8,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,B,,Vlanc Skydia,,,6,7,10,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,B,,Roz,,,5,8,11,0
División 4,Jornada 2,2,Locked Esports,ZRYN esports,2,0,2,B,,HGG Felkov,,,3,5,11,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,A,,Autumn,,,7,8,3,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,A,,Kaysem,,,6,4,5,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,A,,TheFurryBeast,,,2,6,4,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,A,,Tokai Teio,,,0,8,3,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,A,,fall,,,0,7,4,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,B,,404 SRCabe,,ADC,3,3,16,1
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,B,,SOS Swar,,Top,5,3,10,1
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,B,,QMM MASTER,,Jungle,13,3,13,1
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,B,,Krazel,,Mid,11,4,8,1
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,1,B,,404 Eggtor,,Support,1,4,22,1
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,A,,Autumn,,,7,8,3,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,A,,Kaysem,,,8,3,1,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,A,,TheFurryBeast,,,0,4,2,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,A,,Tokai Teio,,,0,7,3,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,A,,fall,,,0,4,4,0
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,B,,404 SRCabe,,ADC,3,2,4,1
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,B,,SOS Swar,,Top,5,8,9,1
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,B,,QMM MASTER,,Jungle,3,2,9,1
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,B,,Krazel,,Mid,13,1,6,1
División 4,Jornada 2,2,UBAM Comunitat,404 Legacy,0,2,2,B,,404 Eggtor,,Support,2,2,10,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,A,,Arashi,,Top,4,3,4,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,A,,DMNX xxDATERXx,,Jungle,5,2,4,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,A,,Atreides,,Mid,2,3,6,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,A,,DMNX TiXØ,,ADC,6,2,3,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,A,,DMNX Diamond,,Support,0,1,13,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,B,,GTY Varo30,,Top,1,5,4,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,B,,GTY Sly Gank,,Jungle,5,1,5,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,B,,GTY ponzy,,Mid,0,6,8,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,B,,GTY Dak1,,ADC,5,2,5,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,1,B,,GTY Gusano,,Support,0,3,8,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,A,,Arashi,,Top,1,5,8,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,A,,DMNX xxDATERXx,,Jungle,7,9,7,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,A,,Atreides,,Mid,5,4,10,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,A,,DMNX TiXØ,,ADC,9,7,8,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,A,,DMNX Diamond,,Support,1,3,16,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,B,,GTY Varo30,,Top,9,3,8,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,B,,GTY Sly Gank,,Jungle,6,2,11,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,B,,GTY ponzy,,Mid,4,7,9,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,B,,GTY Dak1,,ADC,9,6,9,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,2,B,,GTY Gusano,,Support,0,5,19,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,A,,Arashi,Akali,Top,5,4,3,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,A,,DMNX xxDATERXx,Dr. Mundo,Jungle,2,7,5,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,A,,Atreides,Vel'Koz,Mid,3,6,7,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,A,,DMNX TiXØ,Lucian,ADC,5,6,1,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,A,,DMNX Diamond,Milio,Support,0,2,11,0
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,B,,GTY Varo30,Gwen,Top,5,3,4,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,B,,GTY Sly Gank,Jarvan IV,Jungle,3,3,17,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,B,,GTY ponzy,Aurora,Mid,5,3,8,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,B,,GTY Dak1,Miss Fortune,ADC,7,2,13,1
División 4,Jornada 2,2,DimoniX ACADEMY,Goaty Esports,1,2,3,B,,GTY Gusano,Rell,Support,5,4,16,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,A,,Rework de nariz,,,5,6,5,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,A,,LA JOAQUI,,,3,4,7,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,A,,Kukulkan,,,3,4,10,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,A,,HLF IsmaGV,,,6,8,6,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,A,,Titocoyo,,,0,11,12,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,B,,fulgonn,,,5,4,20,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,B,,brigand raider,,,9,4,10,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,B,,Adryx,,,10,1,14,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,B,,Yujiro Hanma,,,8,7,13,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,1,B,,Needs no Xayah,,,1,2,25,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,A,,Rework de nariz,,,4,6,5,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,A,,LA JOAQUI,,,2,5,14,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,A,,Kukulkan,,,4,6,10,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,A,,HLF IsmaGV,,,12,7,8,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,A,,Titocoyo,,,2,6,17,0
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,B,,fulgonn,,,9,7,10,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,B,,brigand raider,,,3,2,22,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,B,,Adryx,,,11,2,11,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,B,,Yujiro Hanma,,,7,7,13,1
División 4,Jornada 2,2,Hellfire,GenYi,0,2,2,B,,Needs no Xayah,,,0,6,23,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,A,,CAB Maesoc,Galio,Top,1,3,14,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,A,,Silvia Orriols,Jarvan IV,Jungle,2,4,17,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,A,,ALLSHEWANTS,Akali,Mid,6,4,9,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,A,,Mariusky915,Xayah,ADC,12,0,7,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,A,,ShinjiCosplayer,Nautilus,Support,0,1,20,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,B,,Palas,Rumble,Top,3,4,6,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,B,,ECL Zephyr,Nocturne,Jungle,2,2,7,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,B,,Tragedy,Orianna,Mid,3,3,3,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,B,,Hex,Sivir,ADC,4,5,5,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,1,B,,FOX ExO,Braum,Support,0,7,9,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,A,,CAB Maesoc,Varus,Top,4,8,7,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,A,,Silvia Orriols,Vi,Jungle,2,9,13,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,A,,ALLSHEWANTS,Yone,Mid,7,6,6,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,A,,Mariusky915,Ziggs,ADC,6,1,8,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,A,,ShinjiCosplayer,Leona,Support,2,6,11,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,B,,Palas,K'Sante,Top,5,4,11,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,B,,ECL Zephyr,Gragas,Jungle,8,2,18,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,B,,Tragedy,Annie,Mid,2,4,15,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,B,,Hex,Aphelios,ADC,15,5,7,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,2,B,,FOX ExO,Lulu,Support,0,6,21,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,3,A,,CAB Maesoc,Ornn,Top,1,1,6,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,3,A,,Silvia Orriols,Viego,Jungle,4,6,1,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,3,A,,ALLSHEWANTS,Syndra,Mid,2,4,2,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,3,A,,Mariusky915,Jinx,ADC,1,5,4,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,3,A,,ShinjiCosplayer,Neeko,Support,0,5,5,0
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,3,B,,Palas,Gwen,Top,3,4,1,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,3,B,,ECL Zephyr,Sejuani,Jungle,2,2,11,1
División 4,Jornada 2,2,CSN Alba,ROSWILD Eclipse,1,2,3,B,,Tragedy,Ambessa,Mid,9,1,7,1
